Nome,Continuidade,Tipo,Espécie,Planeta Natal,Altura,Massa,Nascimento,Morte,Famílias,Pais,Parceiros,Irmãos,Filhos,Mestres,Aprendizes,Afiliação
Aurra Sing,Legends,Dark Jedi,Near-Human,Nar Shaddaa,1.74 meters / 1.83 meters,56 kilograms,"c. 51 BBY, Nar Shaddaa",N/A,new,Aunuanna; Aurra Sing's father,new,new,new,An'ya Kuro; Ki-Adi-Mundi,N/A,Jedi Order; Crimson Nova; Nashtah Team; Galactic Empire
Arvel Crynyd,Legends,Rebel,Human,N/A,N/A,N/A,N/A,"4 ABY, Executor, over Endor",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Green Squadron
Biggs Darklighter,Legends,Rebel,Human,Tatooine,1.83 meters,84 kilograms,"c. 24 BBY, Tatooine","0 BBY (35:3 GrS), Yavin system",Darklighter family,Huff Darklighter,N/A,Dera Darklighter,N/A,N/A,N/A,Galactic Empire; Alliance to Restore the Republic
Gavin Darklighter,Legends,GFFA,Human,Tatooine,1.8 meters,N/A,"10 BBY, Tatooine",N/A,Darklighter family,Jula Darklighter; Silya Darklighter,Sera Faleur,Rasca Darklighter; Anya Darklighter,N/A,N/A,N/A,New Republic; Galactic Alliance Defense Force Fleet Command; Rogue Squadron
Jan Dodonna,Legends,New Republic,Human,Commenor,1.82,N/A,N/A,"No earlier than 9 ABY, New Alderaan",N/A,N/A,N/A,N/A,Vrad Dodonna,N/A,N/A,Galactic Republic; Judicial Forces; Republic Navy; Galactic Empire; Alliance to Restore the Republic; Starfighter Command; Alliance of Free Planets; New Republic; Joint Command
Wes Janson,Legends,GFFA,Human,Taanab,1.7 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Red Group; Alliance of Free Planets; Jedi Coalition
Derek Klivian,Legends,New Republic,Human,Ralltiir,1.75 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; New Republic
Lobot,Legends,New Republic,Human,Bespin,1.75 meters,79 kilograms,38–35 BBY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lando Calrissian; New Republic
Mon Mothma,Legends,New Republic,Human,Chandrila,1.5 meters,N/A,"48 BBY, Chandrila",24 ABY,Mothma family,Tanis Mothma; Mon Mothma's father,Jobin's father,N/A,Jobin,N/A,N/A,Chandrilan House; Galactic Republic; Galactic Senate; Loyalist Committee; Delegation of 2000; Galactic Empire; Imperial Senate; Chandrilan resistance; Alliance to Restore the Republic; Alliance of Free Planets; New Republic
Jek Tono Porkins,Legends,Rebel,Human,Bestine IV,1.8 meters,110 kilograms,N/A,"0 BBY , Yavin system",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alliance to Restore the Republic
Dak Ralter,Legends,Rebel,Human,Kalist VI,1.62 meters,N/A,"17 BBY, Kalist VI","3 ABY, Hoth",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Red Squadron; Rogue Flight; Rogue Group
Horton Salm,Legends,New Republic,Human,Norval II,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; New Republic
Stass Allie,Legends,Jedi,Tholothian,Tholoth,1.8 meters,N/A,N/A,"19 BBY , Saleucami",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jedi Order
Callista Ming,Legends,Jedi,Human,Chad,1.7 meters,N/A,N/A,"18 BBY, Eye of Palpatine ; spirit became one with the Force 44 ABY, Nam Chorios",new,new,new,new,new,Djinn Altis,N/A,Jedi Order; Galactic Republic; New Republic
Lumas Etima,Canon,Jedi,Human,N/A,N/A,N/A,N/A,"22 BBY, Geonosis",N/A,N/A,N/A,N/A,N/A,Ekim Ryelli,N/A,Jedi Order; Galactic Republic
Adi Gallia,Legends,Jedi,Tholothian,Coruscant,1.84 meters,50 kilograms,N/A,"c. 20 BBY, Florrum",N/A,Adi Gallia's father; Adi Gallia's mother,N/A,N/A,N/A,N/A,Siri Tachi,Jedi Order; Galactic Republic
Juhani,Legends,Jedi,Cathar,Taris,N/A,N/A,"By 3973 BBY, Cathar",N/A,new,new,new,new,new,Quatra,N/A,Jedi Order; Galactic Republic
Ki-Adi-Mundi,Legends,Jedi,Cerean,Cerea,2.01 meters,82 kilograms,"93 BBY , Cerea","19 BBY , Mygeeto",Mundi family,Ki-Adi-Mundi's father; Ki-Adi-Mundi's mother,new,new,Sylvn; Several daughters,An'ya Kuro; Yoda,A'Sharad Hett; Anakin Skywalker ; Dama Montalvo,Jedi Order; Jedi High Council; Galactic Republic
Agen Kolar,Legends,Jedi,Zabrak,Coruscant,1.7–1.9 meters,82 kilograms,N/A,"19 BBY , Coruscant",N/A,N/A,N/A,N/A,N/A,N/A,Tan Yuster,Jedi Order; Jedi High Council; Geonosis strike team; Galactic Republic
Johun Othone,Legends,Jedi,Human,Sermeria,1.85 meters,N/A,1019 BBY,"990 BBY (955BrS), Tython",new,new,new,new,new,Hoth; Valenthyne Farfalla,N/A,Jedi Order; Army of Light; Galactic Republic
Plo Koon,Legends,Jedi,Kel Dor,Dorin,1.88 meters,80 kilograms,382 Kel Dor years prior to c. 22 BBY,"19 BBY , Cato Neimoidia",Koon family,N/A,N/A,N/A,N/A,Tyvokka,Bultar Swan; Lissarkh; Unidentified Padawan,Baran Do; Jedi Order; Jedi High Council; Galactic Republic
Lowbacca,Legends,Jedi,Wookiee,Kashyyyk,2.26 meters,N/A,"4 ABY, Kashyyyk",N/A,N/A,Kallabow; Mahraccor,N/A,Sirrakuk,N/A,N/A,N/A,New Jedi Order; New Republic; Galactic Federation of Free Alliances; The Colony
Jocasta Nu,Legends,Jedi,Human,Coruscant,1.67 meters,N/A,N/A,"19 BBY (16:5:22), Jedi Temple, Coruscant",new,new,new,new,new,N/A,Jerec,Jedi Order; Old Guard; Jedi High Council; Galactic Republic
Even Piell,Legends,Jedi,Lannik,Lannik,1.22 meters,N/A,N/A,"c. 21 BBY, Lola Sayu",new,new,new,new,new,N/A,Jax Pavan,Jedi Order; Galactic Republic
Ulic Qel-Droma,Legends,Jedi,Human,Alderaan,1.77 meters,N/A,N/A,"3986 BBY, Rhen Var",Qel-Droma family,Lien-Tsai Qel-Droma,Aleema Keto,Cay Qel-Droma,N/A,Arca Jeth ; Exar Kun,Vima Sunrider,Jedi Order; Galactic Republic; Krath; Sith Empire
Nomi Sunrider,Legends,Jedi,Human,N/A,1.6 meters,N/A,N/A,N/A,Sunrider family,N/A,Andur Sunrider,N/A,Vima Sunrider,Thon; Vodo-Siosk Baas; Arca Jeth; Odan-Urr,Vima Sunrider,Galactic Republic; Jedi Order
Siri Tachi,Legends,Jedi,Human,N/A,N/A,N/A,55 BBY,"c. 22 BBY, Azure",new,new,new,new,new,Adi Gallia,Ferus Olin,Jedi Order; Galactic Republic
Shaak Ti,Legends,Jedi,Togruta,Shili,1.78 meters,57 kilograms,N/A,"3 BBY, Felucia",N/A,N/A,N/A,N/A,N/A,N/A,A male Padawan; Fe Sun; Shaak Ti's Padawan; Maris Brood,Jedi Order; Galactic Republic
Coleman Trebor,Legends,Jedi,Vurk,Sembla,2.13 meters,90 kilograms,N/A,"22 BBY, Geonosis",new,new,new,new,new,N/A,N/A,Jedi Order; Jedi High Council; Geonosis strike team; Galactic Republic
Desann,Legends,Dark Jedi,Chistori,N/A,N/A,N/A,A world,"12 ABY, Yavin 4",new,new,new,new,new,Luke Skywalker,Tavion Axmis,New Jedi Order; New Republic; Empire Reborn
Lorth Needa,Legends,Galactic Empire,Human,Coruscant,1.75 meters,79 kilograms,N/A,"3 ABY, Executor, Anoat system",new,new,new,new,new,N/A,N/A,Galactic Republic; Coruscant Home Fleet; Galactic Empire; Imperial Navy; Death Squadron
Kohl Seerdon,Legends,Galactic Empire,Human,Chandrila,N/A,N/A,N/A,"c. 1 ABY, Thyferra",N/A,N/A,N/A,N/A,Maximillian Seerdon,N/A,N/A,Galactic Republic; Chandrila Defense Fleet; Galactic Empire
Luuke Skywalker,Legends,Dark Jedi,Human,Wayland,1.72 meters,N/A,"9 ABY (44), Wayland","9 ABY (44), Wayland",Skywalker family,N/A,N/A,N/A,N/A,Joruus C'baoth,N/A,Galactic Empire
Carth Onasi,Legends,Galactic Republic,Human,Telos IV,N/A,N/A,"3994 BBY, Telos IV",N/A,Onasi family,N/A,Morgana Onasi,N/A,Dustil Onasi,Saul Karath,N/A,Telos Security Force; Galactic Republic; Republic Navy
Zorba Desilijic Tiure,Canon,Hutt Cartel,Hutt,Nal Hutta,N/A,N/A,c. 1000 BBY,After 10 ABY,Desilijic,Mama,N/A,Jiliac Desilijic Tiron; Ebor,Jabba Desilijic Tiure,N/A,N/A,Desilijic kajidic; Jabba Desilijic Tiure's criminal empire
Quarsh Panaka,Legends,Galactic Empire,Human,Naboo,1.83 meters,N/A,c. 71-62 BBY,N/A,N/A,N/A,N/A,A sister,N/A,N/A,N/A,Galactic Republic; Republic Special Task Force; Royal Naboo Security Forces; Galactic Empire
Asajj Ventress,Legends,Dathomiri,Dathomirian,Rattatak; originally Dathomir,1.8 meters,60 kilograms,c. 43-39 BBY,N/A,Nightsisters,new,new,new,new,Ky Narec ; Dooku,N/A,Jedi Order; Galactic Republic; Confederacy of Independent Systems; Nightsisters
Eeth Koth,Legends,Jedi,Iridonian Zabrak,Nar Shaddaa,1.71 meters,N/A,N/A,"19 BBY, Coruscant",new,new,new,new,new,Kosul Ayada,Sharad Hett,Jedi Order; Jedi High Council; Galactic Republic
Ysanne Isard,Legends,Galactic Empire,Human,Coruscant,1.8 meters,N/A,"c. 30 BBY, Coruscant","9 ABY, Lusankya",Isard family,Armand Isard,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Imperial Intelligence; Xucphra Corporation
Zakarisz Ghent,Legends,GFFA,Human,Baroli,1.6 meters,N/A,c. 11 BBY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Car'das smugglers; Smugglers' Alliance; New Republic; Galactic Federation of Free Alliances
Jaster Mereel,Canon,Mandalorian,Human,Concord Dawn,N/A,N/A,N/A,"52 BBY (17BrS), Korda Six",new,new,new,new,new,N/A,Jango Fett,Mandalorians; Journeyman Protector; True Mandalorians
Nym,Legends,Criminal,Feeorin,Lok,1.98 meters,N/A,c. 200 BBY,N/A,new,new,new,new,new,N/A,N/A,Lok Revenants
Salla Zend,Legends,Criminal,Human,Nar Shaddaa,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Smuggler; Alliance to Restore the Republic
Sebulba,Legends,Criminal,Dug,Malastare,1.12 meters,40 kilograms,N/A,N/A,new,new,new,new,Hekula,N/A,N/A,Galactic Podracing Circuit
Aldar Beedo,Legends,Bounty hunter,Glymphid,Ploo II,1.3 meters,32 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Ark Roose,Legends,N/A,Nuknog,Sump,1.63 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Ben Quadinaros,Legends,Athlete,Toong,Tund,1.63 meters,65 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Boles Roor,Legends,N/A,Sneevel,Sneeve,1.6 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bozzie Baranta,Legends,Athlete,Bozzie Baranta's species,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Navior,Legends,N/A,Navior's species,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clegg Holdfast,Legends,Athlete,Nosaurian,New Plympto,1.52 meters,N/A,N/A,"22 BBY, Coruscant",new,new,new,new,new,N/A,N/A,Podracing Quarterly
Dud Bolt,Legends,Bounty hunter,Vulptereen,Vulpter,0.94 meters,45 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Ebe E. Endocott,Legends,N/A,Triffian,Triffis,1.22 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elan Mak,Canon,Athlete,Fluggrian,Ploo IV,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Fud Sang,Legends,Criminal,An alien species,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Gasgano,Legends,Athlete,Xexto,Troiken,1.22 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mars Guo,Legends,N/A,Phuii,Phu,1.52 meters,35 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Mawhonic,Legends,N/A,Gran,Hok,1.22 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Neva Kee,Legends,N/A,Xamster,Xagobah,1.07 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Ody Mandrell,Legends,N/A,Er'Kit,Tatooine,1.63 meters,58 kilograms,Tatooine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ratts Tyerell,Legends,N/A,Aleena,Aleen Minor,0.79 meters,15 kilograms,N/A,"32 BBY, Tatooine",Tyerell family,N/A,"""Mrs. Tyerell""",N/A,Deland Tyerell; Djulla; Doby Tyerell,N/A,N/A,N/A
Slide Paramita,Legends,N/A,Ciasi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Teemto Pagalies,Legends,N/A,Veknoid,Moonus Mandel,1.24 meters,55 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Toy Dampner,Legends,N/A,Toy Dampner's species,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Wan Sandage,Legends,N/A,Devlikk,Ord Radama,1.37 meters,N/A,38 BBY,29 BBY,N/A,N/A,N/A,N/A,Wan Sandage Jr.,N/A,N/A,N/A
Sate Pestage,Legends,Galactic Empire,Human,Ciutric IV,1.75 meters,N/A,Before 82 BBY,"5 ABY, Ciutric IV or 11 ABY, Byss",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pestage family; Galactic Republic; Galactic Empire; Imperial Ruling Council; Ciutric Hegemony; Dark Empire
Paploo,Legends,N/A,Ewok,Endor,0.96 meters,N/A,N/A,N/A,N/A,Bozzie,N/A,N/A,N/A,N/A,N/A,Bright Tree Village; Alliance to Restore the Republic
Kyle Katarn,Legends,Jedi,Human,Sulon,1.8 meters,N/A,23 BBY,N/A,Katarn family,Morgan Katarn; Patricia Katarn,Jan Ors,N/A,N/A,Tal ; Qu Rahn ; Luke Skywalker; Mara Jade,Mara Jade; Rosh Penin,Galactic Republic; Jedi High Council; New Republic; Galactic Federation of Free Alliances; Jedi Coalition
Virar Needa,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Vanden Huyck Willard,Canon,Rebel,Human,Alderaan; Sulorine,1.90 meters,N/A,N/A,"1 ABY, Yavin's Hope, near the Mako-Ta Space Docks",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Delta Group
Borsk Fey'lya,Legends,New Republic,Bothan,Kothlis,1.4 meters,N/A,"31 BBY or earlier,","27 ABY, Coruscant",Clan Alya,N/A,N/A,N/A,N/A,N/A,N/A,Bothan Spynet; Alliance to Restore the Republic; New Republic; Inner Council; New Republic Provisional Council
Cordé,Legends,Galactic Republic,Human,Naboo,1.57 meters,N/A,N/A,"22 BBY (13:5:16 GrS), Coruscant",new,new,new,new,new,N/A,N/A,Royal House of Naboo; Naboo Royal Handmaidens; Galactic Republic
Gilad Pellaeon,Legends,Galactic Empire,Human,Corellia,1.7 meters,N/A,"51 BBY , Corellia","41 ABY, Bloodfin over Fondor",N/A,N/A,N/A,N/A,Mynar Devis,N/A,N/A,Galactic Republic; Imperial Navy; Dark Empire; Crimson Command; Galactic Federation of Free Alliances
Davik Kang,Legends,Criminal,Human,Taris,N/A,N/A,N/A,"3956 BBY, Taris",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exchange
Carlist Rieekan,Legends,GFFA,Human,Alderaan,1.83 meters,N/A,47 BBY,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic; Task Force on Alliance Security; Alliance of Free Planets; New Republic; New Republic High Command; Council on Security and Intelligence; Galactic Federation of Free Alliances
Depa Billaba,Legends,Jedi,Chalactan,Chalacta,1.68 meters,N/A,N/A,N/A,N/A,N/A,N/A,Sar Labooda,N/A,Mace Windu,N/A,Jedi Order
Sha'a Gi,Legends,Jedi,Human,Ord Biniir,1.85 meters,N/A,N/A,"22 BBY (13:9), Hypori",N/A,N/A,N/A,N/A,N/A,Daakman Barrek,N/A,Jedi Order; Galactic Republic; Grand Army of the Republic
Daakman Barrek,Legends,Jedi,Human,Mrlsst,1.92 meters,N/A,N/A,"22 BBY, Hypori",new,new,new,new,new,N/A,A Padawan; Sha'a Gi,Jedi Order; Galactic Republic; Grand Army of the Republic
Voolvif Monn,Legends,Jedi,Shistavanen,Uvena Prime,1.8 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Paouoish Rahhdool,N/A,Jedi Order; Galactic Republic
Roron Corobb,Legends,Jedi,Ithorian,Ithor,1.99 meters,N/A,N/A,"19 BBY, Coruscant",new,new,new,new,new,Yarael Poof,Drake Lo'gaan,Jedi Order; Galactic Republic
Foul Moudama,Legends,Jedi,Talz,Alzoc III,2 meters,N/A,N/A,"19 BBY , Coruscant",new,new,new,new,new,N/A,N/A,Galactic Republic; Jedi Order
Pablo-Jill,Legends,Jedi,Ongree,Skustell Cluster,1.6 meters,N/A,N/A,"19 BBY, Invisible Hand, over Coruscant",new,new,new,new,new,N/A,N/A,Jedi Order; Galactic Republic
Luminara Unduli,Legends,Jedi,Mirialan,Mirial,1.7 meters,56.2 kilograms,"58 BBY, Mirial","19 BBY (16:5:22), Kashyyyk",N/A,N/A,N/A,N/A,N/A,N/A,Barriss Offee,Jedi Order; Galactic Republic
Barriss Offee,Legends,Jedi,Mirialan,Coruscant,1.66 meters,50 kilograms,"40 BBY , aboard a starliner","19 BBY , Felucia",N/A,N/A,N/A,N/A,N/A,Luminara Unduli,Zonder,Jedi Order; Galactic Republic
K'Kruhk,Legends,Jedi,Whiphid,Toola,N/A,N/A,Prior to 50 BBY,N/A,N/A,N/A,N/A,N/A,N/A,Lilit Twoseas,Chase Piru; Jiro; Seddwia; Kennan Taanzer; Genel; Onkya; Nable; A Togorian youngling; A Human youngling; Cade Skywalker,Jedi Order; Jedi High Council
Bultar Swan,Legends,Jedi,Human,Kuat,1.68 meters,N/A,N/A,"19 BBY (16:6 GrS), Kessel",N/A,N/A,N/A,N/A,N/A,Micah Giiett; Plo Koon,N/A,Jedi Order; Galactic Republic
Crueya Vandron,Legends,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,House Vandron,N/A,Theala Vandron,N/A,Theala Vandron Jr.,N/A,N/A,Galactic Republic; Galactic Empire; Imperial Security Bureau
Max Rebo,Legends,Musician,Ortolan,Orto,1.5 meters,80 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,Evar Orbus and His Galactic Jizz-Wailers; Max Rebo Band; Jabba Desilijic Tiure's criminal empire; New Republic; Max's Flanth House
Sy Snootles,Legends,Criminal,Pa'lowick,Lowick,1.6 meters,48 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,Hutt Cartel; Kuari Princess; Evar Orbus and His Galactic Jizz-Wailers; Jabba Desilijic Tiure's criminal empire; Max Rebo Band; Lady Valarian; Outer Rim Territories Tours
Greeata Jendowanian,Legends,Musician,Rodian,Rodia,1.7 meters,N/A,N/A,N/A,N/A,Greeata Jendowanian's parents,N/A,N/A,N/A,N/A,N/A,Jabba Desilijic Tiure's criminal empire; Max Rebo Band
Droopy McCool,Legends,N/A,Kitonak,Kirdo III,1.58 meters,82 kilograms,N/A,N/A,new,new,new,new,new,N/A,N/A,Evar Orbus and His Galactic Jizz-Wailers; Max Rebo Band
Barquin D'an,Legends,Musician,Bith,Clak'dor VII,1.55 meters,N/A,N/A,N/A,N/A,N/A,N/A,Figrin D'an,N/A,N/A,N/A,Jabba's criminal empire; Max Rebo Band
Joh Yowza,Legends,Musician,Yuzzum,Endor,1.4 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Evar Orbus and His Galactic Jizz-Wailers; Max Rebo Band; The Palpatones
Lyn Me,Legends,Musician,Twi'lek,Ryloth,1.6 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jabba Desilijic Tiure's criminal empire; Max Rebo Band
Rappertunie,Legends,Musician,Shawda Ubb,Manpha,0.3 meters,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jabba Desilijic Tiure's criminal empire; Max Rebo Band; Rebaxan Columni
Mas Amedda,Legends,Galactic Empire,Chagrian,Champala,1.96 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Imperial Ruling Council
Ak-rev,Legends,Musician,Weequay,Sriluur,N/A,N/A,Sriluur,"4 ABY, Tatooine",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jabba Desilijic Tiure's criminal empire; Max Rebo Band
Rystáll Sant,Legends,Musician,Theelin-Human hybrid,New Bornalex,1.7 meters (5 ft 7 in),N/A,N/A,N/A,new,Cyl Sant; Rystáll Sant's father,new,new,new,N/A,N/A,Black Sun; Jabba Desilijic Tiure's criminal empire; Max Rebo Band; The Palpatones
Umpass-stay,Legends,Criminal,Klatooinian,Shawti,N/A,N/A,N/A,N/A,A family,N/A,N/A,N/A,N/A,N/A,N/A,Desilijic; Jabba's criminal empire; Max Rebo Band
Booster Terrik,Legends,Criminal,Human,Corellia,1.86 meters,N/A,N/A,N/A,N/A,N/A,Jysella Terrik,N/A,Mirax Terrik Horn,N/A,N/A,Smugglers' Alliance; New Jedi Order
Sora Bulq,Legends,Dark Jedi,Weequay,Sriluur and Ruul,N/A,N/A,N/A,"19 BBY (16:5), Saleucami",new,new,new,new,new,Darth Tyranus,Mira ; Quinlan Vos,Jedi Order; Galactic Republic; Confederacy of Independent Systems
Sar Labooda,Legends,Jedi,Chalactan,Chalacta,N/A,N/A,N/A,"22 BBY (13:5:22), Geonosis",new,new,new,Depa Billaba,new,N/A,N/A,Galactic Republic; Jedi Order; Geonosis strike team
Joclad Danva,Legends,Jedi,Human,N/A,N/A,N/A,N/A,"22 BBY, Geonosis",new,new,new,new,new,N/A,N/A,Jedi Order; Galactic Republic
Yarna d'al' Gargan,Legends,Hutt Cartel,Askajian,Askaj,1.5 meters,N/A,N/A,N/A,new,new,Nautag d'al' Gargan,new,Leia d'al' Gargan; Luka d'al' Gargan; Nautag d'al' Gargan II,N/A,N/A,Jabba Desilijic Tiure's criminal empire
Winter Celchu,Legends,GFFA,Human,Alderaan,1.7 meters,N/A,"19 BBY (16), Alderaan",N/A,N/A,Sheltay Retrac; Sheltay Retrac's husband,Tycho Celchu,N/A,N/A,N/A,N/A,Alderaanian Resistance; Alliance to Restore the Republic
Rune Haako,Legends,CIS,Neimoidian,Neimoidia,1.96 meters,89 kilograms,N/A,"19 BBY (16:5:23 ArS), Mustafar",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic ; Trade Federation; Confederacy of Independent Systems
Po Nudo,Legends,CIS,Aqualish,Ando,N/A,N/A,N/A,"19 BBY, Mustafar",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic ; Galactic Senate ; Confederacy of Independent Systems; Separatist Council; Hyper-Communications Cartel
Wat Tambor,Legends,CIS,Skakoan,Skako,1.93 meters,48 kilograms,N/A,"19 BBY (16:5:23 ArS), Mustafar",Crimlin,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Techno Union; Trade Federation; Baktoid Armor Workshop; Confederacy of Independent Systems; Separatist Council
Shu Mai,Legends,CIS,Gossam,Castell,1.65 meters,N/A,N/A,"19 BBY, Mustafar",new,new,new,new,new,N/A,N/A,Commerce Guild; Confederacy of Independent Systems; Separatist Council
Tsavong Lah,Legends,Yuuzhan Vong,Yuuzhan Vong,N/A,1.96 meters,150 kilograms,N/A,"28 ABY, Ebaq 9",Domain Lah,Czulkang Lah,N/A,N/A,Khalee Lah,N/A,N/A,Yuuzhan Vong empire
Natasi Daala,Legends,GFFA,Human,Irmenu,1.73 meters,N/A,N/A,N/A,N/A,N/A,Liegeus Vorn,new,A son,Wilhuff Tarkin,N/A,Galactic Empire; Maw fleet; United Warlord Fleets; Imperial Core; Second Imperium; Jedi Coalition; Galactic Federation of Free Alliances
Corran Horn,Legends,Jedi,Human,Corellia,1.67 meters,N/A,"18 BBY (17), Corellia",N/A,Horn family,Hal Horn; Nyche,Mirax Terrik Horn,N/A,Valin Horn; Jysella Horn,Luke Skywalker,Raltharan; Tahiri Veila,Corellian Security Force; Jedi High Council; Galactic Federation of Free Alliances; Jedi Coalition; Rakehell Squadron
Tycho Celchu,Legends,GFFA,Human,Alderaan,1.73 meters,N/A,"21 BBY (14), Alderaan",N/A,N/A,N/A,Winter Celchu,Mia Celchu,N/A,N/A,N/A,Galactic Empire ; Alliance to Restore the Republic; Green Squadron; Alliance of Free Planets; New Republic; Galactic Alliance Starfighter Command; Rakehell Squadron
W. Wald,Canon,N/A,Rodian,Tatooine,0.69 meters,34 kilograms,38 BBY (3BrS),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wald's Parts
Garven Dreis,Legends,Rebel,Human,Virujansi,N/A,N/A,N/A,"0 BBY, Yavin system",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rarefied Air Cavalry; Galactic Republic; Alliance to Restore the Republic; Dantooine Squadron; Red Squadron
Nom Anor,Legends,Yuuzhan Vong,Yuuzhan Vong,N/A,1.77 meters,N/A,N/A,"29 ABY, Coruscant",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Praetorite Vong; Yuuzhan Vong empire
Jon Vander,Legends,Rebel,Human,N/A,N/A,N/A,N/A,"0 BBY (35:3 GrS), Yavin system",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Gold Squadron
Malé-Dee,Legends,Galactic Republic,Human,Uyter,1.68 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Delegation of 2000; Galactic Senate
Tarr Seirr,Legends,Jedi,Cerean,Cerea,1.9 meters,N/A,N/A,"22 BBY (13:9), Hypori",new,new,new,new,new,N/A,N/A,Jedi Order; Galactic Republic; Grand Army of the Republic
Durge,Legends,CIS,Gen'Dai,N/A,3 meters,N/A,"c. 2,000 years prior to the Clone Wars","19.43 BBY, Karthakk",new,new,new,new,new,N/A,N/A,New Sith; Confederacy of Independent Systems
Gregar Typho,Legends,N/A,Human,Naboo,1.85 meters,85 kilograms,"59 BBY, Naboo","18.46 BBY (16), Coruscant",new,new,new,new,new,N/A,N/A,Royal House of Naboo; Royal Naboo Security Forces; Galactic Republic
Hoth (Jedi Lord),Legends,Jedi,Human,Kaal,N/A,N/A,N/A,"1000 BBY , Ruusan",N/A,N/A,N/A,N/A,N/A,N/A,Johun Othone ; Dree Vandap ; Tal,Jedi Order; Army of Light; Galactic Republic
Ask Aak,Legends,Galactic Empire,Gran,Malastare,1.78 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Republic; Galactic Senate; Galactic Empire; Imperial Senate
Sly Moore,Legends,Galactic Empire,Umbaran,Umbara,1.78 meters,48 kilograms,N/A,After 18 BBY,new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Empire; Imperial Ruling Council
Tikkes,Legends,CIS,Quarren,Dac,1.8 meters,N/A,N/A,"19 BBY , Mustafar",new,new,new,new,new,N/A,N/A,Galactic Republic; Quarren Isolation League; Confederacy of Independent Systems
